COW_code,COW_name,start_year,end_year,COW_status,sovereign_COW_code,GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code,change in GPH vs. COW
1027,British Columbia,1871,1993,part of,20,1027,British Columbia,1871,2022,Part of,20,
,,,,,,1028,Vancouver,1816,1849,Discovered,,not in COW
1028,Vancouver,1849,1866,colony,200,1028,Vancouver,1849,1866,Colony of,200,
1028,Vancouver,1866,1993,part of,1027,1028,Vancouver,1866,2022,Part of,1027,
1029,St. Pierre and Miquelon,1816,1816,occupied,200,1029,St. Pierre and Miquelon,1816,1816,Occupied by,200,
1029,St. Pierre and Miquelon,1816,1993,colony,220,1029,St. Pierre and Miquelon,1816,1985,Colony of,220,change in year
,,,,,,1029,St. Pierre and Miquelon,1985,2022,Dependency of,220,not in COW
1030,U.S. leased Bases in Bermuda,1816,1940,part of,30,,,,,,,not in GPH
1030,U.S. leased Bases in Bermuda,1940,1945,leased,2,1030,U.S. Leased Bases in Bermuda,1940,1995,Leased to,2,change in year
1030,U.S. leased Bases in Bermuda,1945,1993,part of,30,1030,U.S. Leased Bases in Bermuda,1995,1995,Dissolved into,30,change in year and status
1031,Mayaguana,1816,1940,part of,31,1031,Mayaguana,1816,1940,Part of,31,
1031,Mayaguana,1940,1945,leased,2,1031,Mayaguana,1940,1945,Leased to,2,
1031,Mayaguana,1945,1993,part of,31,1031,Mayaguana,1945,2022,Part of,31,
1032,Turks and Caicos Is.,1816,1848,part of,31,1032,Turks and Caicos Is.,1816,1873,Part of,31,change in year
1032,Turks and Caicos Is.,1848,1962,part of,51,1032,Turks and Caicos Is.,1873,1962,Part of,51,change in year
1032,Turks and Caicos Is.,1962,1973,part of,31,1032,Turks and Caicos Is.,1962,1973,Part of,31,
1032,Turks and Caicos Is.,1973,1993,colony,200,1032,Turks and Caicos Is.,1973,2022,Colony of,200,
1033,Cayman Is.,1816,1962,part of,51,1033,Cayman Is.,1816,1962,Part of,51,
1033,Cayman Is.,1962,1993,colony,200,1033,Cayman Is.,1962,2022,Colony of,200,
1040,Guantanamo,1816,1903,part of,40,1040,Guantanamo,1816,1903,Part of,40,
1040,Guantanamo,1903,1993,leased,2,1040,Guantanamo,1903,2022,Leased to,2,
,,,,,,1041,North Haiti,1816,1820,Sovereign (unrecognized),,not in COW
1041,North Haiti,1820,1993,part of,41,1041,North Haiti,1820,2022,Part of,41,
,,,,,,1044,Navassa I.,1816,1857,Discovered,,not in COW
,,,,,,1044,Navassa I.,1857,1903,Claimed by,2,not in COW
,,,,,,1044,Navassa I.,1874,2022,Claimed by,41,not in COW
1044,Navassa I.,1916,1993,possession,2,1044,Navassa I.,1903,2022,Dependency of,2,change in year and status
,,,,,,1048,Trinidad,1816,1889,Colony of,200,not in COW
,,,,,,1048,Trinidad,1889,2022,Part of,52,not in COW
1049,Tobago,1816,1898,colony,200,1049,Tobago,1816,1833,Colony of,200,change in year
,,,,,,1049,Tobago,1833,1889,Part of,1055,not in COW
1049,Tobago,1898,1993,part of,52,1049,Tobago,1889,2022,Part of,52,change in year
1051,U.S. leased Bases in Jamaica,1816,1940,part of,51,,,,,,,not in GPH
1051,U.S. leased Bases in Jamaica,1940,1945,leased,2,1051,U.S. Leased Bases in Jamaica,1940,1949,Leased to,2,change in year
1051,U.S. leased Bases in Jamaica,1945,1993,part of,51,1051,U.S. Leased Bases in Jamaica,1949,1949,Dissolved into,51,change in year and status
1052,U.S. leased Bases in Trinidad,1816,1942,part of,52,,,,,,,not in GPH
1052,U.S. leased Bases in Trinidad,1942,1945,leased,2,1052,U.S. Leased Bases in Trinidad,1942,1949,Leased to,2,change in year
1052,U.S. leased Bases in Trinidad,1945,1993,part of,52,1052,U.S. Leased Bases in Trinidad,1949,1949,Dissolved into,52,change in year and status
,,,,,,1053,Morant Cays,1816,1862,Discovered,,not in COW
,,,,,,1053,Morant Cays,1862,1882,Colony of,200,not in COW
,,,,,,1053,Morant Cays,1882,2022,Part of,51,not in COW
,,,,,,1054,Pedro Bank,1816,1863,Discovered,,not in COW
,,,,,,1054,Pedro Bank,1863,1882,Colony of,200,not in COW
,,,,,,1054,Pedro Bank,1882,2022,Part of,51,not in COW
1055,Windward Is.,1816,1940,part of,54,,,,,,,not in GPH
1055,Windward Is.,1816,1838,part of,56,,,,,,,not in GPH
1055,Windward Is.,1816,1833,part of,57,,,,,,,not in GPH
1055,Windward Is.,1816,1833,part of,55,,,,,,,not in GPH
1055,Windward Is.,1833,1960,colony,200,1055,Windward Is.,1833,1960,Colony of,200,
1055,Windward Is.,1958,1993,part of,54,,,,,,,not in GPH
1055,Windward Is.,1958,1993,part of,55,,,,,,,not in GPH
1055,Windward Is.,1960,1993,part of,56,,,,,,,not in GPH
1055,Windward Is.,1960,1993,part of,57,,,,,,,not in GPH
1056,Gros Islet Bay,1816,1940,part of,56,1056,Gros Islet Bay,1816,1940,Part of,56,
1056,Gros Islet Bay,1940,1945,leased,2,1056,Gros Islet Bay,1940,1945,Leased to,2,
1056,Gros Islet Bay,1945,1993,part of,56,1056,Gros Islet Bay,1945,2022,Part of,56,
1058,Barbuda,1816,1860,possession,200,1058,Barbuda,1816,1860,Possession of,200,
1058,Barbuda,1860,1993,part of,58,1058,Barbuda,1860,2022,Part of,58,
1059,U.S. leased Bases in Antigua,1816,1941,part of,58,,,,,,,not in GPH
1059,U.S. leased Bases in Antigua,1941,1945,leased,2,1059,U.S. Leased Bases in Antigua,1941,1949,Leased to,2,change in year
,,,,,,1059,U.S. Leased Bases in Antigua,1949,1949,Dissolved into,58,not in COW
1059,U.S. leased Bases in Antigua,1945,1993,part of,58,,,,,,,not in GPH
1061,British Virgin Is.,1816,1956,part of,1063,1061,British Virgin Is.,1816,1833,Colony of,200,"change in year, status and sovereign code"
,,,,,,1061,British Virgin Is.,1833,1956,Part of,1063,not in COW
1061,British Virgin Is.,1956,1993,colony,200,1061,British Virgin Is.,1956,2022,Colony of,200,
1062,Anguilla,1816,1882,colony,200,1062,Anguilla,1816,1833,Colony of,200,change in year
,,,,,,1062,Anguilla,1833,1882,Part of,1063,not in COW
1062,Anguilla,1882,1969,part of,60,1062,Anguilla,1882,1969,Part of,60,
1062,Anguilla,1969,1993,colony,200,1062,Anguilla,1969,2022,Colony of,200,
1063,Leeward Is.,1816,1871,part of,59,,,,,,,not in GPH
1063,Leeward Is.,1816,1871,part of,1061,,,,,,,not in GPH
1063,Leeward Is.,1816,1882,part of,1075,,,,,,,not in GPH
1063,Leeward Is.,1816,1871,part of,58,,,,,,,not in GPH
1063,Leeward Is.,1816,1871,part of,54,,,,,,,not in GPH
1063,Leeward Is.,1816,1882,part of,1076,,,,,,,not in GPH
1063,Leeward Is.,1871,1956,colony,200,1063,Leeward Is.,1833,1956,Colony of,200,change in year
1063,Leeward Is.,1940,1993,part of,54,,,,,,,not in GPH
1063,Leeward Is.,1956,1993,part of,58,,,,,,,not in GPH
1063,Leeward Is.,1956,1993,part of,59,,,,,,,not in GPH
1063,Leeward Is.,1956,1993,part of,60,,,,,,,not in GPH
1063,Leeward Is.,1956,1993,part of,1061,,,,,,,not in GPH
1064,St. Barthelemy,1816,1878,colony,380,1064,St. Barthelemy,1816,1878,Colony of,380,
1064,St. Barthelemy,1878,1993,part of,65,1064,St. Barthelemy,1878,2007,Part of,65,
,,,,,,1064,St. Barthelemy,2007,2022,Dependency of,220,not in COW
1065,Curacao,1816,1816,occupied,200,1065,Curacao,1816,1816,Occupied by,200,
1065,Curacao,1816,1845,colony,210,1065,Curacao,1816,1828,Colony of,210,change in year
1065,Curacao,1845,1993,part of,68,1065,Curacao,1828,2010,Part of,68,change in year
,,,,,,1065,Curacao,2010,2022,Dependency of,210,not in COW
1066,Bonaire,1816,1845,colony,210,1066,Bonaire,1816,1828,Colony of,210,change in year
1066,Bonaire,1845,1993,part of,68,1066,Bonaire,1828,2010,Part of,68,change in year
,,,,,,1066,Bonaire,2010,2022,Dependency of,210,not in COW
1067,Saba,1816,1828,colony,210,1067,Saba,1816,1828,Colony of,210,
1067,Saba,1828,1845,part of,1074,1067,Saba,1828,2010,Part of,1074,change in year
1067,Saba,1845,1993,part of,68,,,,,,,not in GPH
,,,,,,1067,Saba,2010,2022,Dependency of,210,not in COW
1068,Sint Eustatius,1816,1816,occupied,200,1068,Sint Eustatius,1816,1816,Occupied by,200,
1068,Sint Eustatius,1816,1828,colony,210,1068,Sint Eustatius,1816,1828,Colony of,210,
1068,Sint Eustatius,1828,1845,part of,1074,1068,Sint Eustatius,1828,2010,Part of,1074,change in year
1068,Sint Eustatius,1845,1993,part of,68,,,,,,,not in GPH
,,,,,,1068,Sint Eustatius,2010,2022,Dependency of,210,not in COW
1069,Aruba,1816,1845,colony,210,1069,Aruba,1816,1828,Colony of,210,change in year
1069,Aruba,1845,1993,part of,68,1069,Aruba,1828,1986,Part of,68,change in year
,,,,,,1069,Aruba,1986,2022,Dependency of,210,not in COW
1070,Viceroyalty of New Spain,1816,1821,colony,230,1070,Viceroyalty of New Spain,1816,1821,Colony of,230,
1070,Viceroyalty of New Spain,1821,1993,part of,70,,,,,,,not in GPH
1071,Yucatan,1816,1844,part of,70,1071,Yucatan,1816,1823,Part of,70,change in year
1071,Yucatan,1844,1845,part of,70,1071,Yucatan,1823,1841,Part of,70,change in year
,,,,,,1071,Yucatan,1841,1848,Sovereign (unrecognized),,not in COW
1071,Yucatan,1848,1993,part of,70,1071,Yucatan,1848,2022,Part of,70,
1072,Revillagigedo Is,1816,1993,possession,70,1072,Revillagigedo Is,1816,2022,Possession of,70,
1073,Sint Martin,1816,1828,colony,210,1073,Sint Maarten,1816,1828,Colony of,210,
1073,Sint Martin,1828,1845,part of,1074,1073,Sint Maarten,1828,2010,Part of,1074,change in year
1073,Sint Martin,1845,1993,part of,68,,,,,,,not in GPH
,,,,,,1073,Sint Maarten,2010,2022,Dependency of,210,not in COW
1074,Dutch Windward Is.,1816,1828,part of,1067,,,,,,,not in GPH
1074,Dutch Windward Is.,1828,1845,colony,210,,,,,,,not in GPH
1074,Dutch Windward Is.,1845,1993,part of,68,1074,Dutch Windward Is.,1828,2010,Part of,68,change in year
1075,St.Kitts,1816,1882,colony,200,1075,St. Kitts,1816,1833,Colony of,200,change in year
1075,St.Kitts,1882,1993,part of,60,,,,,,,not in GPH
1075,St.Kitts,1882,1956,part of,1063,1075,St. Kitts,1833,1882,Part of,1063,change in year
1075,St.Kitts,1956,1993,part of,60,1075,St. Kitts,1882,2022,Part of,60,change in year
1076,Nevis,1816,1882,colony,200,1076,Nevis,1816,1833,Colony of,200,change in year
1076,Nevis,1882,1956,part of,1063,1076,Nevis,1833,1882,Part of,1063,change in year
1076,Nevis,1882,1993,part of,60,1076,Nevis,1882,2022,Part of,60,
,,,,,,1077,St. Martin,1816,2007,Part of,65,not in COW
,,,,,,1077,St. Martin,2007,2022,Dependency of,220,not in COW
,,,,,,1081,Mosquito Coast,1816,1819,Colony of,230,not in COW
,,,,,,1081,Mosquito Coast,1819,1844,Part of,100,not in COW
1081,Mosquito Coast,1816,1860,protectorate,200,1081,Mosquito Coast,1844,1860,Protectorate of,200,change in year
1081,Mosquito Coast,1859,1993,part of,91,1081,Mosquito Coast,1860,2022,Part of,91,
,,,,,,1081,Mosquito Coast,1860,1894,Occupied by,93,not in COW
1081,Mosquito Coast,1860,1993,part of,93,1081,Mosquito Coast,1894,2022,Part of,93,change in year
1082,Bay Is.,1816,1821,part of,1070,1082,Bay Is.,1816,1821,Part of,1070,
1082,Bay Is.,1821,1823,part of,70,1082,Bay Is.,1821,1823,Part of,70,
1082,Bay Is.,1823,1830,part of,89,1082,Bay Is.,1823,1830,Part of,89,
1082,Bay Is.,1830,1830,occupied,200,1082,Bay Is.,1830,1830,Occupied by,200,
1082,Bay Is.,1830,1839,part of,89,1082,Bay Is.,1830,1839,Part of,89,
1082,Bay Is.,1839,1841,part of,91,1082,Bay Is.,1839,1841,Part of,91,
1082,Bay Is.,1841,1852,part of,80,1082,Bay Is.,1841,1852,Part of,80,
1082,Bay Is.,1852,1860,colony,200,1082,Bay Is.,1852,1860,Part of,51,change in status and sovereign code
1082,Bay Is.,1860,1993,part of,91,1082,Bay Is.,1860,2022,Part of,91,
1087,Swan Is.,1816,1821,part of,1070,1087,Swan Is.,1816,1821,Part of,1070,
1087,Swan Is.,1821,1823,part of,70,1087,Swan Is.,1821,1823,Part of,70,
1087,Swan Is.,1823,1839,part of,89,1087,Swan Is.,1823,1839,Part of,89,
1087,Swan Is.,1839,1863,part of,91,1087,Swan Is.,1839,1863,Part of,91,
1087,Swan Is.,1863,1972,leased,2,1087,Swan Is.,1863,1972,Leased to,2,
1087,Swan Is.,1972,1993,part of,91,1087,Swan Is.,1972,2022,Part of,91,
1088,Corn Is.,1816,1821,part of,1070,1088,Corn Is.,1816,1821,Part of,1070,
1088,Corn Is.,1821,1823,part of,70,1088,Corn Is.,1821,1823,Part of,70,
1088,Corn Is.,1823,1839,part of,89,1088,Corn Is.,1823,1839,Part of,89,
1088,Corn Is.,1839,1916,part of,93,1088,Corn Is.,1839,1916,Part of,93,
1088,Corn Is.,1916,1971,leased,2,1088,Corn Is.,1916,1971,Leased to,2,
1088,Corn Is.,1971,1993,part of,93,1088,Corn Is.,1971,2022,Part of,93,
1094,Cocos I.,1816,1821,part of,1070,1094,Cocos I.,1816,1821,Part of,1070,
1094,Cocos I.,1821,1823,part of,70,1094,Cocos I.,1821,1823,Part of,70,
1094,Cocos I.,1823,1839,part of,89,1094,Cocos I.,1823,1832,Part of,89,
1094,Cocos I.,1839,1993,possession,94,1094,Cocos I.,1832,2022,Possession of,94,
1097,Panama Canal Operating Area,1816,1903,part of,100,1097,Panama Canal Operating Area,1816,1903,Part of,100,
1097,Panama Canal Operating Area,1903,1979,part of,96,1097,Panama Canal Operating Area,1903,1979,Part of,96,
1097,Panama Canal Operating Area,1979,1993,leased,2,1097,Panama Canal Operating Area,1979,2022,Leased to,2,
,,,,,,1101,Quita Sueno Bank,1816,1869,Discovered,,not in COW
1101,Quita Sueno Bank,-198,1981,claimed,2,1101,Quita Sueno Bank,1869,1981,Claimed by,2,change in year
1101,Quita Sueno Bank,-198,1981,claimed,100,1101,Quita Sueno Bank,?,1981,Claimed by,100,
1101,Quita Sueno Bank,1981,1993,part of,100,1101,Quita Sueno Bank,1981,2022,Part of,100,
,,,,,,1101,Quita Sueno Bank,2001,2012,Claimed by,93,not in COW
,,,,,,1102,Roncador Cay,1816,1856,Discovered,,not in COW
1102,Roncador Cay,-198,1981,claimed,2,1102,Roncador Cay,1856,1981,Claimed by,2,change in year
1102,Roncador Cay,-198,1981,claimed,100,1102,Roncador Cay,?,1981,Claimed by,100,
1102,Roncador Cay,1981,1993,part of,100,1102,Roncador Cay,1981,2022,Part of,100,
,,,,,,1103,Serrana Bank,1816,1856,Discovered,,not in COW
1103,Serrana Bank,-198,1981,claimed,2,1103,Serrana Bank,1856,1981,Claimed by,2,change in year
1103,Serrana Bank,-198,1981,claimed,100,1103,Serrana Bank,?,1981,Claimed by,100,
1103,Serrana Bank,1981,1993,part of,100,1103,Serrana Bank,1981,2022,Part of,100,
,,,,,,1103,Serrana Bank,2001,2012,Claimed by,93,not in COW
,,,,,,1104,Serranilla Bank,1816,1879,Discovered,,not in COW
1104,Serranilla Bank,-198,1981,claimed,100,1104,Serranilla Bank,?,2012,Claimed by,100,
1104,Serranilla Bank,-198,1981,claimed,2,1104,Serranilla Bank,1879,2022,Claimed by,2,change in year
1104,Serranilla Bank,1981,1993,part of,100,1104,Serranilla Bank,2012,2022,Part of,100,change in year
,,,,,,1104,Serranilla Bank,1981,1986,Claimed by,51,not in COW
,,,,,,1104,Serranilla Bank,?,2022,Claimed by,91,not in COW
,,,,,,1104,Serranilla Bank,2001,2022,Claimed by,93,not in COW
,,,,,,1105,San Andres and Providincial Is.,1816,1819,Possession of,230,not in COW
1105,San Andres and Providincial Is.,1819,1928,claimed,100,1105,San Andres and Providincial Is.,1819,1928,Claimed by,100,
1105,San Andres and Providincial Is.,1839,1928,claimed,93,1105,San Andres and Providincial Is.,1839,1928,Claimed by,93,
,,,,,,1105,San Andres and Providincial Is.,2001,2012,Claimed by,93,not in COW
1105,San Andres and Providincial Is.,1928,1993,part of,100,1105,San Andres and Providincial Is.,1928,2012,Part of,100,
,,,,,,1105,San Andres and Providincial Is.,2012,2022,Part of,100,not in COW
,,,,,,1106,Malpelo I.,1816,1819,Discovered,,not in COW
1106,Malpelo I.,1819,1993,possession,100,1106,Malpelo I.,1819,2022,Possession of,100,
1111,Aves I.,,,claimed,101,1111,Aves I.,1816,1895,Claimed by,101,change in year
1111,Aves I.,,,claimed,210,1111,Aves I.,1816,1895,Claimed by,210,change in year
,,,,,,1111,Aves I.,1856,1895,Claimed by,2,not in COW
,,,,,,1111,Aves I.,2001,2007,Claimed by,54,not in COW
1111,Aves I.,-199,1993,possession,101,1111,Aves I.,1895,2022,Possession of,101,change in year
1112,U.S. leased Bases in Br. Guiana,1831,1940,part of,110,,,,,,,not in GPH
1112,U.S. leased Bases in Br. Guiana,1940,1945,leased,2,1112,U.S. Leased Bases in Br. Guiana,1940,1949,Leased to,2,change in year
1112,U.S. leased Bases in Br. Guiana,1945,1993,part of,110,1112,U.S. Leased Bases in Br. Guiana,1949,1949,Dissolved into,110,change in year and status
1113,Demerara and Essequibo,1816,1831,colony,200,1113,Demerara and Essequibo,1816,1831,Colony of,200,
1113,Demerara and Essequibo,1831,1993,part of,110,1113,Demerara and Essequibo,1831,2022,Part of,110,
1114,Berbice,1816,1831,colony,200,1114,Berbice,1816,1831,Colony of,200,
1114,Berbice,1931,1993,part of,110,1114,Berbice,1831,2022,Part of,110,
1135,Viceroyalty of Peru,1816,1817,colony,230,1135,Viceroyalty of Peru,1816,1821,Colony of,230,change in year
1135,Viceroyalty of Peru,1817,1993,part of,135,1135,Viceroyalty of Peru,1821,1824,Part of,135,change in year
1152,Free Surinam,1816,1987,part of,115,1150,Free Surinam,1816,2022,Part of,115,change in code
1152,Free Surinam,1991,1993,part of,115,,,,,,,
,,,,,,1151,Easter I.,1816,1878,Discovered,,not in COW
,,,,,,1151,Easter I.,1878,1888,Protectorate of,220,not in COW
1151,Easter I.,1888,1965,colony,155,1151,Easter I.,1888,1965,Colony of,155,
1151,Easter I.,1965,1993,part of,155,1151,Easter I.,1965,2022,Part of,155,
,,,,,,1152,Juan Fernandez I.,1816,1888,Discovered,,not in COW
1152,Juan Fernandez I.,-196,1965,possession,155,1152,Juan Fernandez I.,1888,1965,Possession of,155,change in year
1152,Juan Fernandez I.,1965,1993,part of,155,1152,Juan Fernandez I.,1965,2022,Part of,155,
,,,,,,1153,Desventuradas Is. (San Felix and San Ambrosio),1816,1888,Discovered,,not in COW
1153,San Felix and San Ambrosio,-196,1965,possession,155,1153,Desventuradas Is. (San Felix and San Ambrosio),1888,1965,Possession of,155,change in name and year
1153,San Felix and San Ambrosio,1965,1993,part of,155,1153,Desventuradas Is. (San Felix and San Ambrosio),1965,2022,Part of,155,change in name
,,,,,,1154,Sala y Gomez,1816,1888,Discovered,,not in COW
1154,Sala y Gomez,-196,1965,possession,155,1154,Sala y Gomez,1888,1965,Possession of,155,change in year
1154,Sala y Gomez,1965,1993,part of,155,1154,Sala y Gomez,1965,2022,Part of,155,
,,,,,,1156,Araucania,1816,1860,Unknown,,not in COW
,,,,,,1156,Araucania,1860,1862,Sovereign (unrecognized),,not in COW
,,,,,,1156,Araucania,1862,1884,Unknown,,not in COW
1156,Araucania,1884,1993,part of,155,1156,Araucania,1884,2022,Part of,155,
1160,Viceroyalty of La Plata,1816,1816,colony,230,1160,Río de la Plata United Provinces,1816,1835,Sovereign (unrecognized),,"change in name, year and status"
1160,Viceroyalty of La Plata,1816,1993,part of,145,1160,Río de la Plata United Provinces,1835,1835,Dissolved into,160,"change in name, year and status"
1161,Buenos Aires,1816,1852,part of,160,1161,Buenos Aires,1816,1852,Part of,160,
,,,,,,1161,Buenos Aires,1852,1861,Sovereign (unrecognized),,not in COW
1161,Buenos Aires,1859,1993,part of,160,1161,Buenos Aires,1861,2022,Part of,160,change in year
1162,Cordoba,1816,1993,part of,160,1162,Cordoba,1816,2022,Part of,160,
1163,Falkland Is.,1816,1833,possession,160,1163,Falkland Is.,1816,1833,Possession of,160,
1163,Falkland Is.,1833,1993,colony,200,1163,Falkland Is.,1833,2022,Colony of,200,
1164,South Georgia,1816,1833,possession,200,1164,South Georgia,1816,1843,Possession of,200,change in year
1164,South Georgia,1833,1993,part of,1163,1164,South Georgia,1843,1985,Part of,1163,change in year
,,,,,,1164,South Georgia,1927,1985,Claimed by,160,not in COW
1164,South Georgia,1985,1993,part of,1165,1164,South Georgia,1985,2022,Part of,1165,
